Organizational Set Name|Organizational Set Description|Org Set Type|Job in Org Set
FG-RT-10422400|Fund Group Org Set Reports to 10422400|All|UCSDH/Health Physician Group/Strategy/4310127/2667
FG-RT-10422457|Fund Group Org Set Reports to 10422457|All|UCSDH/Medical Center/Psychiatry/4200221/221
FG-RT-10422497|Fund Group Org Set Reports to 10422497|All|UCSDH/Medical Center/CV - Clinical Administration/4200260/260
FG-RT-10422503|Fund Group Org Set Reports to 10422503|All|UCSDH/Medical Center/Supply Chain/4200870/870
FG-RT-10422514|Fund Group Org Set Reports to 10422514|All|UCSDH/Health Physician Group/Faculty Practice/4310152/2582
FG-RT-10422562|Fund Group Org Set Reports to 10422562|All|UCSDH/Medical Center/Revenue Cycle/4200886/886
FG-RT-10422703|Fund Group Org Set Reports to 10422703|All|UCSDH/Health Physician Group/Faculty Practice/4310013/2673
FG-RT-10422703|Fund Group Org Set Reports to 10422703|All|UCSDH/Health Physician Group/Faculty Practice/4310133/2868
FG-RT-10422715|Fund Group Org Set Reports to 10422715|All|UCSDH/Medical Center/Information Services/4200760/760
FG-RT-10422767|Fund Group Org Set Reports to 10422767|All|UCSDH/Health Physician Group/Faculty Practice/4310181/2793
FG-RT-10422767|Fund Group Org Set Reports to 10422767|All|UCSDH/Health Science/Information Services/3000195/6105
FG-RT-10422767|Fund Group Org Set Reports to 10422767|All|UCSDH/Medical Center/Information Services/4200984/984
FG-RT-10422776|Fund Group Org Set Reports to 10422776|All|UCSDH/Health Physician Group/Faculty Practice/4310185/2735
FG-RT-10422776|Fund Group Org Set Reports to 10422776|All|UCSDH/Health Physician Group/Faculty Practice/4310186/2865
FG-RT-10422776|Fund Group Org Set Reports to 10422776|All|UCSDH/Medical Center/Security/4200360/360
FG-RT-10422776|Fund Group Org Set Reports to 10422776|All|UCSDH/Medical Center/Security/4200482/482
FG-RT-10422776|Fund Group Org Set Reports to 10422776|All|UCSDH/Medical Center/Security/4200843/843
FG-RT-10422793|Fund Group Org Set Reports to 10422793|All|UCSDH/Medical Center/Information Services/4200851/851
FG-RT-10422818|Fund Group Org Set Reports to 10422818|All|UCSDH/Medical Center/Lab/4200723/723
FG-RT-10422823|Fund Group Org Set Reports to 10422823|All|UCSDH/Medical Center/Facilities/4200861/861
FG-RT-10422888|Fund Group Org Set Reports to 10422888|All|UCSDH/Medical Center/Transplant/4200698/698
FG-RT-10422888|Fund Group Org Set Reports to 10422888|All|UCSDH/Medical Center/Transplant/4200745/745
FG-RT-10422888|Fund Group Org Set Reports to 10422888|All|UCSDH/Medical Center/Transplant/4200749/749
FG-RT-10422888|Fund Group Org Set Reports to 10422888|All|UCSDH/Medical Center/Transplant/4200755/755
FG-RT-10422898|Fund Group Org Set Reports to 10422898|All|UCSDH/Medical Center/Information Services/4200914/914
FG-RT-10422936|Fund Group Org Set Reports to 10422936|All|UCSDH/PHSO/MSO Admin/4441027/2660
FG-RT-10422979|Fund Group Org Set Reports to 10422979|All|UCSDH/Health Physician Group/Faculty Practice/4310095/2508
FG-RT-10423045|Fund Group Org Set Reports to 10423045|All|UCSDH/Medical Center/Information Services/4200490/490
FG-RT-10423089|Fund Group Org Set Reports to 10423089|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10423176|Fund Group Org Set Reports to 10423176|All|UCSDH/Medical Center/OPO-Tissue/4200747/747
FG-RT-10423182|Fund Group Org Set Reports to 10423182|All|UCSDH/Health Physician Group/Faculty Practice/4310006/2675
FG-RT-10423263|Fund Group Org Set Reports to 10423263|All|UCSDH/Medical Center/Lab/4200178/178
FG-RT-10423263|Fund Group Org Set Reports to 10423263|All|UCSDH/Medical Center/Lab/4200722/722
FG-RT-10423264|Fund Group Org Set Reports to 10423264|All|UCSDH/Medical Center/Pharmacy/4200188/188
FG-RT-10423264|Fund Group Org Set Reports to 10423264|All|UCSDH/Medical Center/Pharmacy/4200649/649
FG-RT-10423264|Fund Group Org Set Reports to 10423264|All|UCSDH/Medical Center/Pharmacy/4200727/727
FG-RT-10423329|Fund Group Org Set Reports to 10423329|All|UCSDH/Medical Center/Revenue Cycle/4200837/837
FG-RT-10423385|Fund Group Org Set Reports to 10423385|All|UCSDH/Medical Center/Revenue Cycle/4200825/825
FG-RT-10423407|Fund Group Org Set Reports to 10423407|All|UCSDH/Medical Center/Facilities/4200867/867
FG-RT-10423443|Fund Group Org Set Reports to 10423443|All|UCSDH/Health Physician Group/Faculty Practice/4310152/2582
FG-RT-10423452|Fund Group Org Set Reports to 10423452|All|UCSDH/Medical Center/MJ - Sanford Center/4200312/312
FG-RT-10423460|Fund Group Org Set Reports to 10423460|All|UCSDH/Medical Center/Revenue Cycle/4200962/962
FG-RT-10423523|Fund Group Org Set Reports to 10423523|All|UCSDH/Medical Center/Perioperative/4200153/153
FG-RT-10423523|Fund Group Org Set Reports to 10423523|All|UCSDH/Medical Center/Perioperative/4200628/628
FG-RT-10423523|Fund Group Org Set Reports to 10423523|All|UCSDH/Medical Center/Perioperative/4200770/770
FG-RT-10423545|Fund Group Org Set Reports to 10423545|All|UCSDH/Medical Center/Nursing/4200320/320
FG-RT-10423545|Fund Group Org Set Reports to 10423545|All|UCSDH/Medical Center/Perioperative/4200151/151
FG-RT-10423613|Fund Group Org Set Reports to 10423613|All|UCSDH/Medical Center/Nursing/4200967/967
FG-RT-10423660|Fund Group Org Set Reports to 10423660|All|UCSDH/Medical Center/Supply Chain/4200173/173
FG-RT-10423660|Fund Group Org Set Reports to 10423660|All|UCSDH/Medical Center/Supply Chain/4200496/496
FG-RT-10423660|Fund Group Org Set Reports to 10423660|All|UCSDH/Medical Center/Supply Chain/4200871/871
FG-RT-10423663|Fund Group Org Set Reports to 10423663|All|UCSDH/Medical Center/Nursing/4200345/345
FG-RT-10423663|Fund Group Org Set Reports to 10423663|All|UCSDH/Medical Center/Nursing/4200601/601
FG-RT-10423663|Fund Group Org Set Reports to 10423663|All|UCSDH/Medical Center/Nursing/4200692/692
FG-RT-10423663|Fund Group Org Set Reports to 10423663|All|UCSDH/Medical Center/Nursing/4200842/842
FG-RT-10423680|Fund Group Org Set Reports to 10423680|All|UCSDH/Medical Center/Information Services/4200855/855
FG-RT-10423710|Fund Group Org Set Reports to 10423710|All|UCSDH/Health Physician Group/Faculty Practice/4310091/2755
FG-RT-10423764|Fund Group Org Set Reports to 10423764|All|UCSDH/Health Physician Group/Faculty Practice/4310001/2553
FG-RT-10423764|Fund Group Org Set Reports to 10423764|All|UCSDH/Medical Center/Finance/4200905/905
FG-RT-10423880|Fund Group Org Set Reports to 10423880|All|UCSDH/Medical Center/OPO-Tissue/4200778/778
FG-RT-10423889|Fund Group Org Set Reports to 10423889|All|UCSDH/Medical Center/Pharmacy/4200189/189
FG-RT-10423889|Fund Group Org Set Reports to 10423889|All|UCSDH/Medical Center/Pharmacy/4200284/284
FG-RT-10423889|Fund Group Org Set Reports to 10423889|All|UCSDH/Medical Center/Pharmacy/4200726/726
FG-RT-10423889|Fund Group Org Set Reports to 10423889|All|UCSDH/Medical Center/Pharmacy/4200727/727
FG-RT-10423889|Fund Group Org Set Reports to 10423889|All|UCSDH/Medical Center/Pharmacy/4200753/753
FG-RT-10423906|Fund Group Org Set Reports to 10423906|All|UCSDH/Medical Center/Pharmacy/4200275/275
FG-RT-10423906|Fund Group Org Set Reports to 10423906|All|UCSDH/Medical Center/Pharmacy/4200729/729
FG-RT-10423910|Fund Group Org Set Reports to 10423910|All|UCSDH/Health Physician Group/Faculty Practice/4310152/2582
FG-RT-10423943|Fund Group Org Set Reports to 10423943|All|UCSDH/Health Physician Group/Faculty Practice/4310152/2582
FG-RT-10424030|Fund Group Org Set Reports to 10424030|All|UCSDH/Medical Center/Radiology/4200205/205
FG-RT-10424030|Fund Group Org Set Reports to 10424030|All|UCSDH/Medical Center/Radiology/4200322/322
FG-RT-10424030|Fund Group Org Set Reports to 10424030|All|UCSDH/Medical Center/Radiology/4200618/618
FG-RT-10424030|Fund Group Org Set Reports to 10424030|All|UCSDH/Medical Center/Radiology/4200759/759
FG-RT-10424037|Fund Group Org Set Reports to 10424037|All|UCSDH/Medical Center/FNS/4200353/353
FG-RT-10424079|Fund Group Org Set Reports to 10424079|All|UCSDH/Medical Center/EJ - Operations Support/4200833/833
FG-RT-10424118|Fund Group Org Set Reports to 10424118|All|UCSDH/Health Physician Group/Faculty Practice/4310092/2128
FG-RT-10424118|Fund Group Org Set Reports to 10424118|All|UCSDH/Health Physician Group/Strategy/4310164/2775
FG-RT-10424125|Fund Group Org Set Reports to 10424125|All|UCSDH/Medical Center/ED/4200230/230
FG-RT-10424125|Fund Group Org Set Reports to 10424125|All|UCSDH/Medical Center/ED/4200460/460
FG-RT-10424125|Fund Group Org Set Reports to 10424125|All|UCSDH/Medical Center/ED/4200665/665
FG-RT-10424125|Fund Group Org Set Reports to 10424125|All|UCSDH/Medical Center/Nursing - Psychiatry/4200415/415
FG-RT-10424125|Fund Group Org Set Reports to 10424125|All|UCSDH/Medical Center/Nursing - Psychiatry/4200620/620
FG-RT-10424125|Fund Group Org Set Reports to 10424125|All|UCSDH/Medical Center/Nursing/4200602/602
FG-RT-10424125|Fund Group Org Set Reports to 10424125|All|UCSDH/Medical Center/Nursing/4200640/640
FG-RT-10424125|Fund Group Org Set Reports to 10424125|All|UCSDH/Medical Center/Nursing/4200642/642
FG-RT-10424153|Fund Group Org Set Reports to 10424153|All|UCSDH/Medical Center/CVC - Cardiovascular/4200243/243
FG-RT-10424153|Fund Group Org Set Reports to 10424153|All|UCSDH/Medical Center/LM - Operations Support/4200239/239
FG-RT-10424197|Fund Group Org Set Reports to 10424197|All|UCSDH/Medical Center/FNS/4200351/351
FG-RT-10424291|Fund Group Org Set Reports to 10424291|All|UCSDH/Medical Center/Revenue Cycle/4200372/372
FG-RT-10424291|Fund Group Org Set Reports to 10424291|All|UCSDH/Medical Center/Revenue Cycle/4200938/938
FG-RT-10424291|Fund Group Org Set Reports to 10424291|All|UCSDH/Medical Center/Revenue Cycle/4200962/962
FG-RT-10424403|Fund Group Org Set Reports to 10424403|All|UCSDH/Medical Center/CVC - Pulmonology/4200220/220
FG-RT-10424423|Fund Group Org Set Reports to 10424423|All|UCSDH/Medical Center/Nursing/4200468/468
FG-RT-10424423|Fund Group Org Set Reports to 10424423|All|UCSDH/Medical Center/Nursing/4200692/692
FG-RT-10424515|Fund Group Org Set Reports to 10424515|All|UCSDH/Medical Center/Pharmacy/4200275/275
FG-RT-10424515|Fund Group Org Set Reports to 10424515|All|UCSDH/Medical Center/Pharmacy/4200729/729
FG-RT-10424515|Fund Group Org Set Reports to 10424515|All|UCSDH/Medical Center/Pharmacy/4200797/797
FG-RT-10424517|Fund Group Org Set Reports to 10424517|All|UCSDH/Medical Center/Radiology/4200764/764
FG-RT-10424517|Fund Group Org Set Reports to 10424517|All|UCSDH/Medical Center/Radiology/4200774/774
FG-RT-10424589|Fund Group Org Set Reports to 10424589|All|UCSDH/Medical Center/Nursing - Women and Infants/4200638/638
FG-RT-10424595|Fund Group Org Set Reports to 10424595|All|UCSDH/Medical Center/Revenue Cycle/4200937/937
FG-RT-10424600|Fund Group Org Set Reports to 10424600|All|UCSDH/Health Physician Group/Faculty Practice/4310045/2545
FG-RT-10424600|Fund Group Org Set Reports to 10424600|All|UCSDH/PHSO/MSO Admin/4441036/2836
FG-RT-10424606|Fund Group Org Set Reports to 10424606|All|UCSDH/Medical Center/Nursing/4200468/468
FG-RT-10424606|Fund Group Org Set Reports to 10424606|All|UCSDH/Medical Center/Nursing/4200692/692
FG-RT-10424632|Fund Group Org Set Reports to 10424632|All|UCSDH/Health Physician Group/Faculty Practice/4310181/2793
FG-RT-10424632|Fund Group Org Set Reports to 10424632|All|UCSDH/Health Science/Information Services/3000195/6105
FG-RT-10424632|Fund Group Org Set Reports to 10424632|All|UCSDH/Medical Center/Information Services/4200841/841
FG-RT-10424632|Fund Group Org Set Reports to 10424632|All|UCSDH/Medical Center/Information Services/4200984/984
FG-RT-10424676|Fund Group Org Set Reports to 10424676|All|UCSDH/Medical Center/EHS/4200840/840
FG-RT-10424721|Fund Group Org Set Reports to 10424721|All|UCSDH/Medical Center/Revenue Cycle/4200938/938
FG-RT-10424792|Fund Group Org Set Reports to 10424792|All|UCSDH/Medical Center/Supply Chain/4200913/913
FG-RT-10424823|Fund Group Org Set Reports to 10424823|All|UCSDH/Medical Center/CMO - Clinical Administration/4200821/821
FG-RT-10424832|Fund Group Org Set Reports to 10424832|All|UCSDH/Medical Center/Revenue Cycle/4200937/937
FG-RT-10424887|Fund Group Org Set Reports to 10424887|All|UCSDH/Medical Center/CVC - Cardiovascular/4200240/240
FG-RT-10424887|Fund Group Org Set Reports to 10424887|All|UCSDH/Medical Center/CVC - Cardiovascular/4200784/784
FG-RT-10424915|Fund Group Org Set Reports to 10424915|All|UCSDH/Medical Center/Nursing/4200642/642
FG-RT-10425002|Fund Group Org Set Reports to 10425002|All|UCSDH/PHSO/MSO Admin/4441028/2661
FG-RT-10425061|Fund Group Org Set Reports to 10425061|All|UCSDH/Medical Center/FNS/4200351/351
FG-RT-10425061|Fund Group Org Set Reports to 10425061|All|UCSDH/Medical Center/FNS/4200352/352
FG-RT-10425068|Fund Group Org Set Reports to 10425068|All|UCSDH/Medical Center/EVS/4200835/835
FG-RT-10425106|Fund Group Org Set Reports to 10425106|All|UCSDH/Medical Center/Nursing/4200929/929
FG-RT-10425127|Fund Group Org Set Reports to 10425127|All|UCSDH/Medical Center/Transplant/4200749/749
FG-RT-10425127|Fund Group Org Set Reports to 10425127|All|UCSDH/Medical Center/Transplant/4200755/755
FG-RT-10425164|Fund Group Org Set Reports to 10425164|All|UCSDH/Medical Center/Nursing/4200137/137
FG-RT-10425177|Fund Group Org Set Reports to 10425177|All|UCSDH/Medical Center/Information Services/4200851/851
FG-RT-10425212|Fund Group Org Set Reports to 10425212|All|UCSDH/Medical Center/CVC - Pulmonology/4200220/220
FG-RT-10425217|Fund Group Org Set Reports to 10425217|All|UCSDH/Medical Center/Information Services/4200864/864
FG-RT-10425255|Fund Group Org Set Reports to 10425255|All|UCSDH/Medical Center/Perioperative/4200795/795
FG-RT-10425255|Fund Group Org Set Reports to 10425255|All|UCSDH/Medical Center/Radiology/4200774/774
FG-RT-10425269|Fund Group Org Set Reports to 10425269|All|UCSDH/Medical Center/Oncology/4200198/198
FG-RT-10425269|Fund Group Org Set Reports to 10425269|All|UCSDH/Medical Center/Perioperative/4200639/639
FG-RT-10425273|Fund Group Org Set Reports to 10425273|All|UCSDH/Medical Center/Pharmacy/4200188/188
FG-RT-10425273|Fund Group Org Set Reports to 10425273|All|UCSDH/Medical Center/Pharmacy/4200189/189
FG-RT-10425273|Fund Group Org Set Reports to 10425273|All|UCSDH/Medical Center/Pharmacy/4200313/313
FG-RT-10425296|Fund Group Org Set Reports to 10425296|All|UCSDH/Health Physician Group/Faculty Practice/4310047/2898
FG-RT-10425337|Fund Group Org Set Reports to 10425337|All|UCSDH/Medical Center/Facilities/4200363/363
FG-RT-10425384|Fund Group Org Set Reports to 10425384|All|UCSDH/Health Physician Group/Faculty Practice/4310142/2517
FG-RT-10425384|Fund Group Org Set Reports to 10425384|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200696/696
FG-RT-10425396|Fund Group Org Set Reports to 10425396|All|UCSDH/Medical Center/Chief of Staff Office/4200879/879
FG-RT-10425396|Fund Group Org Set Reports to 10425396|All|UCSDH/Medical Center/Compliance/4200882/882
FG-RT-10425396|Fund Group Org Set Reports to 10425396|All|UCSDH/Medical Center/Directors Office/4200910/910
FG-RT-10425396|Fund Group Org Set Reports to 10425396|All|UCSDH/Medical Center/Marketing/4200908/908
FG-RT-10425396|Fund Group Org Set Reports to 10425396|All|UCSDH/Medical Center/Strategic/4200899/899
FG-RT-10425396|Fund Group Org Set Reports to 10425396|All|UCSDH/PHSO/MSO Admin/4441025/2662
FG-RT-10425569|Fund Group Org Set Reports to 10425569|All|UCSDH/Medical Center/General Hospital/4200931/931
FG-RT-10425569|Fund Group Org Set Reports to 10425569|All|UCSDH/Medical Center/Women and Infants/4200209/209
FG-RT-10425569|Fund Group Org Set Reports to 10425569|All|UCSDH/Medical Center/Women and Infants/4200259/259
FG-RT-10425569|Fund Group Org Set Reports to 10425569|All|UCSDH/Medical Center/Women and Infants/4200604/604
FG-RT-10425624|Fund Group Org Set Reports to 10425624|All|UCSDH/Medical Center/DB - Clinical Administration/4200965/965
FG-RT-10425639|Fund Group Org Set Reports to 10425639|All|UCSDH/Medical Center/Finance/4200900/900
FG-RT-10425639|Fund Group Org Set Reports to 10425639|All|UCSDH/Medical Center/General Hospital/4200995/995
FG-RT-10425639|Fund Group Org Set Reports to 10425639|All|UCSDH/Medical Center/Revenue Cycle/4200911/911
FG-RT-10425639|Fund Group Org Set Reports to 10425639|All|UCSDH/Medical Center/Supply Chain/4200870/870
FG-RT-10425641|Fund Group Org Set Reports to 10425641|All|UCSDH/Medical Center/CVC - Pulmonology/4200220/220
FG-RT-10425663|Fund Group Org Set Reports to 10425663|All|UCSDH/Medical Center/OPO-Tissue/4200747/747
FG-RT-10425664|Fund Group Org Set Reports to 10425664|All|UCSDH/Medical Center/CVC - Pulmonology/4200771/771
FG-RT-10425666|Fund Group Org Set Reports to 10425666|All|UCSDH/Health Physician Group/Faculty Practice/4310089/2724
FG-RT-10425687|Fund Group Org Set Reports to 10425687|All|UCSDH/Medical Center/Facilities/4200867/867
FG-RT-10425710|Fund Group Org Set Reports to 10425710|All|UCSDH/Medical Center/Finance/4200933/933
FG-RT-10425741|Fund Group Org Set Reports to 10425741|All|UCSDH/Medical Center/CV - Clinical Administration/4200915/915
FG-RT-10425769|Fund Group Org Set Reports to 10425769|All|UCSDH/Medical Center/Marketing/4200974/974
FG-RT-10425769|Fund Group Org Set Reports to 10425769|All|UCSDH/Medical Center/Marketing/4200979/979
FG-RT-10425804|Fund Group Org Set Reports to 10425804|All|UCSDH/Medical Center/Information Services/4200856/856
FG-RT-10425864|Fund Group Org Set Reports to 10425864|All|UCSDH/Medical Center/Perioperative/4200795/795
FG-RT-10425879|Fund Group Org Set Reports to 10425879|All|UCSDH/Medical Center/Perioperative/4200148/148
FG-RT-10425879|Fund Group Org Set Reports to 10425879|All|UCSDH/Medical Center/Perioperative/4200150/150
FG-RT-10425879|Fund Group Org Set Reports to 10425879|All|UCSDH/Medical Center/Perioperative/4200151/151
FG-RT-10425879|Fund Group Org Set Reports to 10425879|All|UCSDH/Medical Center/Perioperative/4200164/164
FG-RT-10425879|Fund Group Org Set Reports to 10425879|All|UCSDH/Medical Center/Perioperative/4200701/701
FG-RT-10425879|Fund Group Org Set Reports to 10425879|All|UCSDH/Medical Center/Perioperative/4200708/708
FG-RT-10425886|Fund Group Org Set Reports to 10425886|All|UCSDH/Medical Center/Pharmacy/4200727/727
FG-RT-10425886|Fund Group Org Set Reports to 10425886|All|UCSDH/Medical Center/Pharmacy/4200765/765
FG-RT-10425886|Fund Group Org Set Reports to 10425886|All|UCSDH/Medical Center/Pharmacy/4200769/769
FG-RT-10425929|Fund Group Org Set Reports to 10425929|All|UCSDH/Health Physician Group/Faculty Practice/4310037/2590
FG-RT-10425941|Fund Group Org Set Reports to 10425941|All|UCSDH/Health Physician Group/Faculty Practice/4310009/2554
