Location Type|Parent Path|Location Name|Full Name|Description|Effective Date|Expiration Date|Address|Cost Center|Direct Work Percent|Indirect Work Percent|Timezone|Transferable|External ID
Financial Unit|UCSDH/Medical Center/Perioperative|4200148|4200148|LJ Pre Op|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200150|4200150|LJ Main OR|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200151|4200151|LJ PACU|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200152|4200152|LJ Sterile Processing|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200153|4200153|LJ Anesthesia Monitoring|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200164|4200164|LJ Rapid Recovery|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200296|4200296|LJ KOP Pain Clinic|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200323|4200323|LJ KOP Main OR|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200324|4200324|LJ KOP Special Procedure|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200325|4200325|LJ KOP Pre Op-PACU|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200326|4200326|LJ KOP Sterile Processing|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200628|4200628|HC MOP Anesthesia Monitoring|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200632|4200632|HC MOP Pre Op PACU|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200634|4200634|HC MOP Sterile Processing|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200636|4200636|HC MOP Special Procedures|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200639|4200639|HC MOP Rad Oncology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200648|4200648|HC MOP Oncology Infusion Lab|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200701|4200701|HC PreOp|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200702|4200702|HC PreOp Evaluations|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200708|4200708|HC PACU|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200712|4200712|HC Sterile Processing|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310038|2531|2531|FP CREDIT RESOLUTION|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310041|2523|2523|FP DERM GEN 8899 UNIV CTR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310041|2611|2611|FP DERM GEN 9909 MIRA MESA BLVD|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310042|2457|2457|FP DERM COSMETIC 8899 UNIV CTR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310043|2476|2476|FP DERM PATH 8899 UNIV CTR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310044|2450|2450|FP DERM SURG 8899 UNIV CTR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310045|2545|2545|FP DIABETES ED 330 LEWIS|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310046|2024|2024|FP ELEC MED RECORDS|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310047|2898|2898|FP EMERG MED THORNTON|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310048|2507|2507|FP ENDO-MET PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310050|2434|2434|FP PC FAM MED 9909 MIRA MESA BLVD|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310050|2469|2469|FP PC FAM MED 9333 GENESEE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310050|2556|2556|FP PC FAM MED 330 LEWIS|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310050|2599|2599|FP PC FAM MED 4520 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310052|2567|2567|FP PC ADMIN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310053|2669|2669|FP FETAL CARE 781 GARDEN VIEW|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310055|2608|2608|FP FINANCE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310056|2578|2578|FP FLOAT TEAM|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310057|2514|2514|FP GASTRO PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310057|2857|2857|FP GASTRO 4303 LA JOLLA VILLAGE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310059|2447|2447|FP MED SPEC ADMIN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310061|2595|2595|FP GENETICS DIRECTORS PLCE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310062|2592|2592|FP PC GERIATRICS 8899 UNIV CTR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310066|2020|2020|FP HEP PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310066|2092|2092|FP HEP RANCHO MIRAGE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310067|2697|2697|FP HIGH RISK INFANT 3750 CONVOY|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310074|2025|2025|FP INFO SERV|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310075|2462|2462|FP PC INTERNAL MED 330 LEWIS|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310075|2591|2591|FP PC INTERNAL MED 8899 UNIV CTR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310080|2856|2856|FP MIS 4303 LA JOLLA VILLAGE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310082|2512|2512|FP NEPH PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310085|2101|2101|FP NEUROSCI|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310085|2562|2562|FP NEUROSCI 4510 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310085|2760|2760|FP NEUROSCI PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310085|2804|2804|FP NEUROSCI ECOB|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310085|2817|2817|FP NEUROSCI DIRECTORS PLCE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310087|2125|2125|FP NEUROSURG VIA TAZON|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310087|2426|2426|FP NEUROSURG|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310087|2464|2464|FP NEUROSURG 6010 HIDDEN VLY|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310087|2761|2761|FP NEUROSURG PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310089|2724|2724|FP NURSE TRIAGE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310089|2867|2867|FP NURSE TRIAGE LIGHTWAVE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310090|2148|2148|FP OB-GYN 8910 VLJ DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310090|2776|2776|FP OB-GYN 3750 CONVOY|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310090|2854|2854|FP OB-GYN 9333 GENESEE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310090|2875|2875|FP OB-GYN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310091|2755|2755|FP OPHTH 4060 FOURTH AVE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310092|2128|2128|FP ORTHO 4520 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310092|2846|2846|FP ORTHO GARDEN VIEW|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310094|2597|2597|FP CIM OSTEO 9333 GENESEE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310095|2425|2425|FP OTO|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310095|2499|2499|FP OTO 9333 GENESEE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310095|2508|2508|FP OTO PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310097|2883|2883|FP OWEN HILLCREST|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310098|2532|2532|FP PAYMNTS AND RECON|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310100|2481|2481|FP PHLEBOTOMY 4510 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310100|2482|2482|FP PHLEBOTOMY PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310100|2493|2493|FP PHLEBOTOMY 8910 VLJ DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|0016|0016|HRSS LABOR EXP|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|0017|0017|HRSS LEAVES|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|0018|0018|COMPL-DATA INTEG|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|0019|0019|CLIENT SUPPORT|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|0020|0020|TIME AND PAY|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|008|008|HRSSGEN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|009|009|HRSSTAL|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|010|010|HRSSELR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|011|011|HRSSCLC|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|012|012|HRSSOPS|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|013|013|HRSSWCO|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|099|099|ACCOMMODATION|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000045|C35|C35|OTHR CTR FOR HLTH INNOVATION|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000045|C39|C39|JCHI Mission Control|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000045|C40|C40|JCHI AI|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000102|C41|C41|ARPA-H CYBER SECURITY PROGRAM|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6101|6101|OPS ITSS ADMIN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6102|6102|OPS ITSS AUDIO VISUAL|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6103|6103|OPS ITSS CLOUD|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6104|6104|OPS ITSS DESKTOP ENGINEERING|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6105|6105|OPS ITSS DESKTOP SUPPORT|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6106|6106|OPS ITSS HELPDESK|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6107|6107|OPS ITSS INNOVATION|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6108|6108|OPS ITSS PMO|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6109|6109|OPS ITSS RESEARCH|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6110|6110|OPS ITSS SECURITY|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Information Services/3000195|6111|6111|OPS ITSS SERVER|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/BMT/4200158|158|158|Stem Cell Lab|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/BMT/4200379|379|379|BMT LLC|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/BMT/4200389|389|389|LJ BMT Admin|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CAO TBD - Operations Support/4200875|875|875|ROBIN Administration|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CAO TBD - Outpatient Clinics/4200650|650|650|HC Dermatology Clinic|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CAO TBD - Outpatient Clinics/4200672|672|672|HC Adult Specialities OP Ctr|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CAO TBD - Outpatient Clinics/4200675|675|675|HC Medicine Specialites OP|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CAO TBD - Outpatient Clinics/4200681|681|681|OWEN CLINIC|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CAO TBD - Outpatient Clinics/4200684|684|684|HC GI Clinic|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Care Management/4200346|346|346|LJ Care Coordination|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Care Management/4200354|354|354|LJ SOCIAL WORK|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Care Management/4200470|470|470|EC Social Work Services|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Care Management/4200471|471|471|EC Utilization Management|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Care Management/4200874|874|874|HC Social Work|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Care Management/4200918|918|918|HC Care Coordination|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Care Management/4200919|919|919|Care Coordination Admin|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Chief of Staff Office/4200879|879|879|OEC Project Team|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Chief of Staff Office/4200983|983|983|Wellness Program|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CMO - Clinical Administration/4200196|196|196|Palliative Care Center|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CMO - Clinical Administration/4200821|821|821|Medical Staff Admin|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CMO - Clinical Administration/4200985|985|985|CMO ADMINISTRATION|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Compliance/4200882|882|882|VCHS Corporate Compliance|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Compliance/4200883|883|883|VCHS Research Compliance|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/COOs Office/4200939|939|939|COO Admin|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CV - Clinical Administration/4200260|260|260|Milk Bank|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CV - Clinical Administration/4200915|915|915|Perf Impr Pat Safety|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CV - Clinical Administration/4200922|922|922|Admin Svcs|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CV - Clinical Administration/4200951|951|951|Epidemiology|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CVC - Cardiovascular/4200229|229|229|LJ Non invasive Cardio|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CVC - Cardiovascular/4200240|240|240|LJ SCVC Cath Lab|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CVC - Cardiovascular/4200242|242|242|LJ SCVC PTU|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CVC - Cardiovascular/4200243|243|243|LJ SCVC EP|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CVC - Cardiovascular/4200703|703|703|Perfusionists|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CVC - Cardiovascular/4200750|750|750|ELECTROCARDIOLOGY|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CVC - Cardiovascular/4200784|784|784|HC Cardiac Catheterization|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/CVC - Cardiovascular/4200785|785|785|PEDS CARDIOLOGY|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2591|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2591|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310080/2856|DIET|DIET|Dietitian|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310080/2856|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310080/2856|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310080/2856|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310080/2856|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310080/2856|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310082/2512|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310082/2512|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310082/2512|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2101|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2101|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2101|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2101|SW|SW|Social Worker|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2562|ADMIN MGR|ADMIN MGR|Admin and Ambulatory Admin Managers|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2562|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2562|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2562|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2562|SW|SW|Social Worker|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2760|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2804|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2804|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2804|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2817|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2817|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310085/2817|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310087/2125|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310087/2426|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310087/2426|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310087/2426|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310087/2426|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310087/2464|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310087/2761|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
